,Author of Tweet,Compound Score,Negative Score,Neutral Score,Positive Score,Text,Time of Tweet
322,@FoxNews,0.0,0.0,1.0,0.0,"Kim Jong Un meets with Chinese leader on 'unofficial visit,' state media says https://t.co/l36PkMXVE3",Wed Mar 28 00:33:00 +0000 2018
323,@FoxNews,0.4019,0.0,0.87,0.13,Orange County Sheriff Sandra Hutchens on her dept. publishing a “who’s in jail” database to help cooperation with I… https://t.co/z4dp6M6lu5,Wed Mar 28 00:27:40 +0000 2018
324,@FoxNews,0.4404,0.0,0.847,0.153,.@Harvard psychologist @sapinker explains how the world is moving in a better direction in a variety of ways… https://t.co/S6N0OicAkb,Wed Mar 28 00:20:00 +0000 2018
325,@FoxNews,-0.4151,0.165,0.743,0.092,"EXCLUSIVE: Matthew Schrier, the American who escaped Al Qaeda, and says FBI under Mueller &amp; Comey, betrayed him, te… https://t.co/iVOQhcEitR",Wed Mar 28 00:09:17 +0000 2018
326,@FoxNews,0.2263,0.0,0.899,0.101,Oklahoma Senator @JimInhofe says he plans to introduce legislation that would allow immigration agents to send thos… https://t.co/Yjgr7WnVVh,Tue Mar 27 23:50:00 +0000 2018
327,@FoxNews,0.7655,0.062,0.625,0.313,.@MZHemingway on retired Supreme Court justice calling for repealing 2nd Amendment: “It’s absolutely chilling to se… https://t.co/l2xCyd4wKG,Tue Mar 27 23:38:33 +0000 2018
328,@FoxNews,-0.4215,0.141,0.859,0.0,".@TheJuanWilliams on 2020 census asking respondents if they are U.S. citizens: “It will, in fact, discourage people… https://t.co/qHXSzvx0bo",Tue Mar 27 23:32:33 +0000 2018
329,@FoxNews,-0.4939,0.151,0.849,0.0,.@LindseyGrahamSC: “We need that $650 billion to repair the damage done during the Obama administration to our mili… https://t.co/Q6b3ivubWL,Tue Mar 27 23:22:38 +0000 2018
330,@FoxNews,0.0,0.0,1.0,0.0,.@LindseyGrahamSC on dealing with North Korea: “We’ve tried it the Jimmy Carter way for about 30 years. Let’s try i… https://t.co/cZsqGvpOKr,Tue Mar 27 23:12:30 +0000 2018
331,@FoxNews,0.0,0.0,1.0,0.0,US Olympians who plan to skip White House visit https://t.co/YpsyVsFvAs,Tue Mar 27 22:59:40 +0000 2018
332,@FoxNews,-0.6808,0.337,0.663,0.0,Man arrested in connection to suspicious packages found at DC-area military bases https://t.co/KrkVVLyIMy,Tue Mar 27 22:50:00 +0000 2018
333,@FoxNews,0.4019,0.0,0.816,0.184,'Gator King' uses live alligator for gender reveal party in viral video https://t.co/dJKjDmHqzG,Tue Mar 27 22:45:22 +0000 2018
334,@FoxNews,0.7906,0.0,0.588,0.412,Retired Supreme Court Justice Stevens says Second Amendment should be repealed https://t.co/jVAjREXcMQ,Tue Mar 27 22:33:00 +0000 2018
335,@FoxNews,-0.4588,0.15,0.85,0.0,OPINION: Sexism didn’t defeat @HillaryClinton -- Wild untruths about emails are why she's not Madam President (via… https://t.co/6iCEC5WeFc,Tue Mar 27 22:30:00 +0000 2018
336,@FoxNews,-0.891,0.57,0.43,0.0,Twice-deported illegal immigrant accused of raping young girl in Oregon https://t.co/3dGxykyEGg,Tue Mar 27 22:21:35 +0000 2018
337,@FoxNews,-0.5423,0.408,0.419,0.173,Rocker who survived Paris attack says gun control marchers 'exploiting' victims https://t.co/3OzG9OzYnT,Tue Mar 27 21:55:57 +0000 2018
338,@FoxNews,0.7906,0.0,0.696,0.304,.@JesseBWatters on former Supreme Court justice who called for repealing the 2nd Amendment: “This is a slippery slo… https://t.co/kx7rkidaqa,Tue Mar 27 21:42:06 +0000 2018
339,@FoxNews,0.0,0.0,1.0,0.0,.@ElizSmart claims in new book her kidnapper tried to abduct another girl https://t.co/p63MuLdRDL,Tue Mar 27 21:35:00 +0000 2018
340,@FoxNews,-0.3818,0.178,0.822,0.0,"Orange County votes to fight California's sanctuary city laws, joining sheriff's pushback https://t.co/mXpvYoNZRa",Wed Mar 28 00:50:00 +0000 2018
341,@FoxNews,-0.4215,0.189,0.811,0.0,HAVING A 'RUFF' TIME: Does Charlie look guilty of getting into the trash? https://t.co/VE5XpXOktM,Wed Mar 28 00:42:06 +0000 2018
342,@FoxNews,0.0,0.0,1.0,0.0,"Kim Jong Un meets with Chinese leader on 'unofficial visit,' state media says https://t.co/l36PkMXVE3",Wed Mar 28 00:33:00 +0000 2018
343,@FoxNews,0.4019,0.0,0.87,0.13,Orange County Sheriff Sandra Hutchens on her dept. publishing a “who’s in jail” database to help cooperation with I… https://t.co/z4dp6M6lu5,Wed Mar 28 00:27:40 +0000 2018
344,@FoxNews,0.4404,0.0,0.847,0.153,.@Harvard psychologist @sapinker explains how the world is moving in a better direction in a variety of ways… https://t.co/S6N0OicAkb,Wed Mar 28 00:20:00 +0000 2018
345,@FoxNews,-0.4151,0.165,0.743,0.092,"EXCLUSIVE: Matthew Schrier, the American who escaped Al Qaeda, and says FBI under Mueller &amp; Comey, betrayed him, te… https://t.co/iVOQhcEitR",Wed Mar 28 00:09:17 +0000 2018
346,@FoxNews,0.2263,0.0,0.899,0.101,Oklahoma Senator @JimInhofe says he plans to introduce legislation that would allow immigration agents to send thos… https://t.co/Yjgr7WnVVh,Tue Mar 27 23:50:00 +0000 2018
347,@FoxNews,0.7655,0.062,0.625,0.313,.@MZHemingway on retired Supreme Court justice calling for repealing 2nd Amendment: “It’s absolutely chilling to se… https://t.co/l2xCyd4wKG,Tue Mar 27 23:38:33 +0000 2018
348,@FoxNews,-0.4215,0.141,0.859,0.0,".@TheJuanWilliams on 2020 census asking respondents if they are U.S. citizens: “It will, in fact, discourage people… https://t.co/qHXSzvx0bo",Tue Mar 27 23:32:33 +0000 2018
349,@FoxNews,-0.4939,0.151,0.849,0.0,.@LindseyGrahamSC: “We need that $650 billion to repair the damage done during the Obama administration to our mili… https://t.co/Q6b3ivubWL,Tue Mar 27 23:22:38 +0000 2018
350,@FoxNews,0.0,0.0,1.0,0.0,.@LindseyGrahamSC on dealing with North Korea: “We’ve tried it the Jimmy Carter way for about 30 years. Let’s try i… https://t.co/cZsqGvpOKr,Tue Mar 27 23:12:30 +0000 2018
351,@FoxNews,0.0,0.0,1.0,0.0,US Olympians who plan to skip White House visit https://t.co/YpsyVsFvAs,Tue Mar 27 22:59:40 +0000 2018
352,@FoxNews,-0.6808,0.337,0.663,0.0,Man arrested in connection to suspicious packages found at DC-area military bases https://t.co/KrkVVLyIMy,Tue Mar 27 22:50:00 +0000 2018
353,@FoxNews,0.4019,0.0,0.816,0.184,'Gator King' uses live alligator for gender reveal party in viral video https://t.co/dJKjDmHqzG,Tue Mar 27 22:45:22 +0000 2018
354,@FoxNews,0.7906,0.0,0.588,0.412,Retired Supreme Court Justice Stevens says Second Amendment should be repealed https://t.co/jVAjREXcMQ,Tue Mar 27 22:33:00 +0000 2018
355,@FoxNews,-0.4588,0.15,0.85,0.0,OPINION: Sexism didn’t defeat @HillaryClinton -- Wild untruths about emails are why she's not Madam President (via… https://t.co/6iCEC5WeFc,Tue Mar 27 22:30:00 +0000 2018
356,@FoxNews,-0.891,0.57,0.43,0.0,Twice-deported illegal immigrant accused of raping young girl in Oregon https://t.co/3dGxykyEGg,Tue Mar 27 22:21:35 +0000 2018
357,@FoxNews,-0.5423,0.408,0.419,0.173,Rocker who survived Paris attack says gun control marchers 'exploiting' victims https://t.co/3OzG9OzYnT,Tue Mar 27 21:55:57 +0000 2018
358,@FoxNews,0.7906,0.0,0.696,0.304,.@JesseBWatters on former Supreme Court justice who called for repealing the 2nd Amendment: “This is a slippery slo… https://t.co/kx7rkidaqa,Tue Mar 27 21:42:06 +0000 2018
359,@FoxNews,0.0,0.0,1.0,0.0,.@ElizSmart claims in new book her kidnapper tried to abduct another girl https://t.co/p63MuLdRDL,Tue Mar 27 21:35:00 +0000 2018
360,@FoxNews,-0.3818,0.178,0.822,0.0,"Orange County votes to fight California's sanctuary city laws, joining sheriff's pushback https://t.co/mXpvYoNZRa",Wed Mar 28 00:50:00 +0000 2018
361,@FoxNews,-0.4215,0.189,0.811,0.0,HAVING A 'RUFF' TIME: Does Charlie look guilty of getting into the trash? https://t.co/VE5XpXOktM,Wed Mar 28 00:42:06 +0000 2018
362,@FoxNews,0.0,0.0,1.0,0.0,"Kim Jong Un meets with Chinese leader on 'unofficial visit,' state media says https://t.co/l36PkMXVE3",Wed Mar 28 00:33:00 +0000 2018
363,@FoxNews,0.4019,0.0,0.87,0.13,Orange County Sheriff Sandra Hutchens on her dept. publishing a “who’s in jail” database to help cooperation with I… https://t.co/z4dp6M6lu5,Wed Mar 28 00:27:40 +0000 2018
364,@FoxNews,0.4404,0.0,0.847,0.153,.@Harvard psychologist @sapinker explains how the world is moving in a better direction in a variety of ways… https://t.co/S6N0OicAkb,Wed Mar 28 00:20:00 +0000 2018
365,@FoxNews,-0.4151,0.165,0.743,0.092,"EXCLUSIVE: Matthew Schrier, the American who escaped Al Qaeda, and says FBI under Mueller &amp; Comey, betrayed him, te… https://t.co/iVOQhcEitR",Wed Mar 28 00:09:17 +0000 2018
366,@FoxNews,0.2263,0.0,0.899,0.101,Oklahoma Senator @JimInhofe says he plans to introduce legislation that would allow immigration agents to send thos… https://t.co/Yjgr7WnVVh,Tue Mar 27 23:50:00 +0000 2018
367,@FoxNews,0.7655,0.062,0.625,0.313,.@MZHemingway on retired Supreme Court justice calling for repealing 2nd Amendment: “It’s absolutely chilling to se… https://t.co/l2xCyd4wKG,Tue Mar 27 23:38:33 +0000 2018
368,@FoxNews,-0.4215,0.141,0.859,0.0,".@TheJuanWilliams on 2020 census asking respondents if they are U.S. citizens: “It will, in fact, discourage people… https://t.co/qHXSzvx0bo",Tue Mar 27 23:32:33 +0000 2018
369,@FoxNews,-0.4939,0.151,0.849,0.0,.@LindseyGrahamSC: “We need that $650 billion to repair the damage done during the Obama administration to our mili… https://t.co/Q6b3ivubWL,Tue Mar 27 23:22:38 +0000 2018
370,@FoxNews,0.0,0.0,1.0,0.0,.@LindseyGrahamSC on dealing with North Korea: “We’ve tried it the Jimmy Carter way for about 30 years. Let’s try i… https://t.co/cZsqGvpOKr,Tue Mar 27 23:12:30 +0000 2018
371,@FoxNews,0.0,0.0,1.0,0.0,US Olympians who plan to skip White House visit https://t.co/YpsyVsFvAs,Tue Mar 27 22:59:40 +0000 2018
372,@FoxNews,-0.6808,0.337,0.663,0.0,Man arrested in connection to suspicious packages found at DC-area military bases https://t.co/KrkVVLyIMy,Tue Mar 27 22:50:00 +0000 2018
373,@FoxNews,0.4019,0.0,0.816,0.184,'Gator King' uses live alligator for gender reveal party in viral video https://t.co/dJKjDmHqzG,Tue Mar 27 22:45:22 +0000 2018
374,@FoxNews,0.7906,0.0,0.588,0.412,Retired Supreme Court Justice Stevens says Second Amendment should be repealed https://t.co/jVAjREXcMQ,Tue Mar 27 22:33:00 +0000 2018
375,@FoxNews,-0.4588,0.15,0.85,0.0,OPINION: Sexism didn’t defeat @HillaryClinton -- Wild untruths about emails are why she's not Madam President (via… https://t.co/6iCEC5WeFc,Tue Mar 27 22:30:00 +0000 2018
376,@FoxNews,-0.891,0.57,0.43,0.0,Twice-deported illegal immigrant accused of raping young girl in Oregon https://t.co/3dGxykyEGg,Tue Mar 27 22:21:35 +0000 2018
377,@FoxNews,-0.5423,0.408,0.419,0.173,Rocker who survived Paris attack says gun control marchers 'exploiting' victims https://t.co/3OzG9OzYnT,Tue Mar 27 21:55:57 +0000 2018
378,@FoxNews,0.7906,0.0,0.696,0.304,.@JesseBWatters on former Supreme Court justice who called for repealing the 2nd Amendment: “This is a slippery slo… https://t.co/kx7rkidaqa,Tue Mar 27 21:42:06 +0000 2018
379,@FoxNews,0.0,0.0,1.0,0.0,.@ElizSmart claims in new book her kidnapper tried to abduct another girl https://t.co/p63MuLdRDL,Tue Mar 27 21:35:00 +0000 2018
380,@FoxNews,-0.3818,0.178,0.822,0.0,"Orange County votes to fight California's sanctuary city laws, joining sheriff's pushback https://t.co/mXpvYoNZRa",Wed Mar 28 00:50:00 +0000 2018
381,@FoxNews,-0.4215,0.189,0.811,0.0,HAVING A 'RUFF' TIME: Does Charlie look guilty of getting into the trash? https://t.co/VE5XpXOktM,Wed Mar 28 00:42:06 +0000 2018
382,@FoxNews,0.0,0.0,1.0,0.0,"Kim Jong Un meets with Chinese leader on 'unofficial visit,' state media says https://t.co/l36PkMXVE3",Wed Mar 28 00:33:00 +0000 2018
383,@FoxNews,0.4019,0.0,0.87,0.13,Orange County Sheriff Sandra Hutchens on her dept. publishing a “who’s in jail” database to help cooperation with I… https://t.co/z4dp6M6lu5,Wed Mar 28 00:27:40 +0000 2018
384,@FoxNews,0.4404,0.0,0.847,0.153,.@Harvard psychologist @sapinker explains how the world is moving in a better direction in a variety of ways… https://t.co/S6N0OicAkb,Wed Mar 28 00:20:00 +0000 2018
385,@FoxNews,-0.4151,0.165,0.743,0.092,"EXCLUSIVE: Matthew Schrier, the American who escaped Al Qaeda, and says FBI under Mueller &amp; Comey, betrayed him, te… https://t.co/iVOQhcEitR",Wed Mar 28 00:09:17 +0000 2018
386,@FoxNews,0.2263,0.0,0.899,0.101,Oklahoma Senator @JimInhofe says he plans to introduce legislation that would allow immigration agents to send thos… https://t.co/Yjgr7WnVVh,Tue Mar 27 23:50:00 +0000 2018
387,@FoxNews,0.7655,0.062,0.625,0.313,.@MZHemingway on retired Supreme Court justice calling for repealing 2nd Amendment: “It’s absolutely chilling to se… https://t.co/l2xCyd4wKG,Tue Mar 27 23:38:33 +0000 2018
388,@FoxNews,-0.4215,0.141,0.859,0.0,".@TheJuanWilliams on 2020 census asking respondents if they are U.S. citizens: “It will, in fact, discourage people… https://t.co/qHXSzvx0bo",Tue Mar 27 23:32:33 +0000 2018
389,@FoxNews,-0.4939,0.151,0.849,0.0,.@LindseyGrahamSC: “We need that $650 billion to repair the damage done during the Obama administration to our mili… https://t.co/Q6b3ivubWL,Tue Mar 27 23:22:38 +0000 2018
390,@FoxNews,0.0,0.0,1.0,0.0,.@LindseyGrahamSC on dealing with North Korea: “We’ve tried it the Jimmy Carter way for about 30 years. Let’s try i… https://t.co/cZsqGvpOKr,Tue Mar 27 23:12:30 +0000 2018
391,@FoxNews,0.0,0.0,1.0,0.0,US Olympians who plan to skip White House visit https://t.co/YpsyVsFvAs,Tue Mar 27 22:59:40 +0000 2018
392,@FoxNews,-0.6808,0.337,0.663,0.0,Man arrested in connection to suspicious packages found at DC-area military bases https://t.co/KrkVVLyIMy,Tue Mar 27 22:50:00 +0000 2018
393,@FoxNews,0.4019,0.0,0.816,0.184,'Gator King' uses live alligator for gender reveal party in viral video https://t.co/dJKjDmHqzG,Tue Mar 27 22:45:22 +0000 2018
394,@FoxNews,0.7906,0.0,0.588,0.412,Retired Supreme Court Justice Stevens says Second Amendment should be repealed https://t.co/jVAjREXcMQ,Tue Mar 27 22:33:00 +0000 2018
395,@FoxNews,-0.4588,0.15,0.85,0.0,OPINION: Sexism didn’t defeat @HillaryClinton -- Wild untruths about emails are why she's not Madam President (via… https://t.co/6iCEC5WeFc,Tue Mar 27 22:30:00 +0000 2018
396,@FoxNews,-0.891,0.57,0.43,0.0,Twice-deported illegal immigrant accused of raping young girl in Oregon https://t.co/3dGxykyEGg,Tue Mar 27 22:21:35 +0000 2018
397,@FoxNews,-0.5423,0.408,0.419,0.173,Rocker who survived Paris attack says gun control marchers 'exploiting' victims https://t.co/3OzG9OzYnT,Tue Mar 27 21:55:57 +0000 2018
398,@FoxNews,0.7906,0.0,0.696,0.304,.@JesseBWatters on former Supreme Court justice who called for repealing the 2nd Amendment: “This is a slippery slo… https://t.co/kx7rkidaqa,Tue Mar 27 21:42:06 +0000 2018
399,@FoxNews,0.0,0.0,1.0,0.0,.@ElizSmart claims in new book her kidnapper tried to abduct another girl https://t.co/p63MuLdRDL,Tue Mar 27 21:35:00 +0000 2018
400,@nytimes,-0.1511,0.2,0.667,0.133,RT @jdelreal: Stephon Clark’s brother is interrupting the city council meeting. “They don’t care about you!” he screamed. https://t.co/GrXi…,Wed Mar 28 00:41:04 +0000 2018
401,@nytimes,-0.4404,0.172,0.828,0.0,Some might find the idea of speed-solving @nytimes crossword puzzles intimidating. Not this group.… https://t.co/bfSPo3yCxa,Wed Mar 28 00:32:04 +0000 2018
402,@nytimes,-0.4404,0.132,0.868,0.0,At least 12 states signaled that they would sue to block the Trump administration from adding a question about citi… https://t.co/C4Pn782AFc,Wed Mar 28 00:17:05 +0000 2018
403,@nytimes,0.0,0.0,1.0,0.0,RT @jdelreal: Packed house today at the Sacramento City Council meeting to discuss the Stephon Clark shooting. The room is at capacity and…,Wed Mar 28 00:08:05 +0000 2018
404,@nytimes,0.2732,0.0,0.896,0.104,The surprise discussions added another layer of complexity to the rush of global diplomacy around North Korea’s nuc… https://t.co/fkwmip5h3Z,Wed Mar 28 00:03:00 +0000 2018
405,@nytimes,0.0,0.0,1.0,0.0,Breaking News: North Korea's leader is said to have met secretly with China's president. It was Kim Jong-un’s first… https://t.co/Mw0YpWvfbC,Tue Mar 27 23:52:39 +0000 2018
406,@nytimes,0.0,0.0,1.0,0.0,"As you walk into a room at University of California, Irvine, the first thing you notice are the fruit and vegetable… https://t.co/c7KTBOf2dZ",Tue Mar 27 23:32:05 +0000 2018
407,@nytimes,-0.4019,0.144,0.856,0.0,"H&amp;M is a ""fast fashion"" giant. But it has a big problem: A $4.3 billion pile of unsold clothes. https://t.co/xkjuVRmCJT",Tue Mar 27 23:17:02 +0000 2018
408,@nytimes,0.7003,0.0,0.766,0.234,"It's pretty clear how birds, even dinosaurs, got their wings. But how insects got theirs has been a mystery -- unti… https://t.co/izgS59NtxG",Tue Mar 27 23:02:03 +0000 2018
409,@nytimes,0.0,0.0,1.0,0.0,"Evening Briefing: Here's what you need to know at the end of the day
https://t.co/v54i6wg4pj",Tue Mar 27 22:47:04 +0000 2018
410,@nytimes,-0.7096,0.228,0.772,0.0,RT @jdelreal: About two dozen people are gathered here at the Sacramento County District Attorney’s Office to protest the death of Stephon…,Tue Mar 27 22:32:02 +0000 2018
411,@nytimes,-0.5994,0.224,0.776,0.0,"Apple is introducing a new iPad, trying to become a force again in classrooms, a battle fought against Google and M… https://t.co/AAPH4kWu1N",Tue Mar 27 22:17:02 +0000 2018
412,@nytimes,0.0772,0.0,0.939,0.061,The 2020 census is a snapshot of America that will affect the number of congressional seats and how state and feder… https://t.co/HcGCEs7ftP,Tue Mar 27 22:01:06 +0000 2018
413,@nytimes,-0.6249,0.221,0.779,0.0,"RT @cliffordlevy: Some Republicans fear the midterms may come down to one thing: Trump’s conduct. (Including Stormy.)
""He blocks everything…",Tue Mar 27 21:47:02 +0000 2018
414,@nytimes,-0.8225,0.364,0.636,0.0,A fatal helicopter crash in New York’s East River may have been caused by a passenger’s harness accidentally trippi… https://t.co/ilkS6nx9rz,Tue Mar 27 21:32:51 +0000 2018
